cmm_id,bio,comments
30302,1,
30303,1,
30304,1,
28178,1,
28177,1,
28176,1,
28175,1,
30009,1,
30010,1,
30011,1,
30012,1,
30013,1,
30014,1,
30015,1,
30016,1,
30305,1,
30306,1,
30307,1,
30308,1,
28182,1,
28181,1,
28180,1,
28179,1,
30309,1,
30310,1,
30311,1,
30312,1,
28186,1,
28185,1,
28184,1,
28183,1,
30017,1,
30018,1,
30019,1,
30020,1,
30021,1,
30022,1,
30023,1,
30024,1,
30044,1,
30043,1,
30042,1,
30041,1,
30048,1,
30047,1,
30046,1,
30045,1,
30052,1,
30051,1,
30050,1,
30049,1,
30056,1,
30055,1,
30054,1,
30053,1,
39885,1,
39871,1,
44703,1,
26500,1,
154885,0,
30252,1,
30251,1,
30250,1,
30249,1,
30256,1,
30255,1,
30254,1,
30253,1,
30260,1,
30259,1,
30258,1,
30257,1,
30264,1,
30263,1,
30262,1,
30261,1,
30268,1,
30267,1,
30266,1,
30265,1,
30272,1,
30271,1,
30270,1,
30269,1,
30276,1,
30275,1,
30274,1,
30273,1,
30280,1,
30279,1,
30278,1,
30277,1,
32274,1,
1136,0,
1137,0,
1138,0,
32606,1,
32275,1,
156425,1,
32276,1,
32607,1,
157466,1,
32277,1,
161444,1,
157118,0,
154866,0,
27373,1,
138848,1,
149057,0,
27308,1,
152460,1,
153884,0,
151928,0,
27309,1,
85363,0,
83867,0,
30217,1,
30218,1,
30219,1,
30220,1,
30221,1,
30222,1,
30223,1,
30224,1,
29961,1,
29962,1,
29963,1,
29964,1,
29965,1,
29966,1,
29967,1,
29968,1,
30225,1,
30226,1,
30227,1,
30228,1,
30229,1,
30230,1,
30231,1,
30232,1,
29969,1,
29970,1,
29971,1,
29972,1,
29973,1,
29974,1,
29975,1,
29976,1,
29932,1,
29931,1,
29930,1,
29929,1,
29936,1,
29935,1,
29934,1,
29933,1,
29940,1,
29939,1,
29938,1,
29937,1,
29944,1,
29943,1,
29942,1,
29941,1,
17558,0,
150133,0,
162648,0,
162385,0,
159071,0,
30233,1,
30234,1,
30235,1,
30236,1,
30237,1,
30238,1,
30239,1,
30240,1,
29977,1,
29978,1,
29979,1,
29980,1,
29981,1,
29982,1,
29983,1,
29984,1,
30241,1,
30242,1,
30243,1,
30244,1,
30245,1,
30246,1,
30247,1,
30248,1,
29985,1,
29986,1,
29987,1,
29988,1,
29989,1,
29990,1,
29991,1,
29992,1,
29948,1,
29947,1,
29946,1,
29945,1,
29952,1,
29951,1,
29950,1,
29949,1,
29956,1,
29955,1,
29954,1,
